timestamp_utc,model_id,model_name,model_family,features,preprocessing,algorithm,dataset,training_rows,validation_rows,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,train_accuracy,training_time_seconds,inference_time_ms,artifact_path,hyperparameters
2026-07-22T03:03:24+00:00,sentiment_01,tfidf_logistic_regression,Classical ML,TF-IDF unigrams and bigrams,classical_text,Logistic Regression,cleaned_reviews.csv,30256,7564,0.9028291909042835,0.6127780474043104,0.734185856688638,0.6574793523312725,,,0.9154286644420339,0.9499933897408779,3.438444636994973,0.027362887281647454,/Users/karima/Ironhack-challenges/voxforge-ai-review-analytics/models/sentiment/tfidf_logistic_regression.joblib,"{""memory"": null, ""steps"": [[""tfidf"", {""analyzer"": ""word"", ""binary"": false, ""decode_error"": ""strict"", ""dtype"": ""<class 'numpy.float64'>"", ""encoding"": ""utf-8"", ""input"": ""content"", ""lowercase"": true, ""max_df"": 0.95, ""max_features"": 30000, ""min_df"": 2, ""ngram_range"": [1, 2], ""norm"": ""l2"", ""preprocessor"": null, ""smooth_idf"": true, ""stop_words"": null, ""strip_accents"": null, ""sublinear_tf"": true, ""token_pattern"": ""(?u)\\b\\w\\w+\\b"", ""tokenizer"": null, ""use_idf"": true, ""vocabulary"": null}], [""classifier"", {""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 1000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 42, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}]], ""transform_input"": null, ""verbose"": false, ""tfidf"": {""analyzer"": ""word"", ""binary"": false, ""decode_error"": ""strict"", ""dtype"": ""<class 'numpy.float64'>"", ""encoding"": ""utf-8"", ""input"": ""content"", ""lowercase"": true, ""max_df"": 0.95, ""max_features"": 30000, ""min_df"": 2, ""ngram_range"": [1, 2], ""norm"": ""l2"", ""preprocessor"": null, ""smooth_idf"": true, ""stop_words"": null, ""strip_accents"": null, ""sublinear_tf"": true, ""token_pattern"": ""(?u)\\b\\w\\w+\\b"", ""tokenizer"": null, ""use_idf"": true, ""vocabulary"": null}, ""classifier"": {""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 1000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 42, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}, ""tfidf__analyzer"": ""word"", ""tfidf__binary"": false, ""tfidf__decode_error"": ""strict"", ""tfidf__dtype"": ""<class 'numpy.float64'>"", ""tfidf__encoding"": ""utf-8"", ""tfidf__input"": ""content"", ""tfidf__lowercase"": true, ""tfidf__max_df"": 0.95, ""tfidf__max_features"": 30000, ""tfidf__min_df"": 2, ""tfidf__ngram_range"": [1, 2], ""tfidf__norm"": ""l2"", ""tfidf__preprocessor"": null, ""tfidf__smooth_idf"": true, ""tfidf__stop_words"": null, ""tfidf__strip_accents"": null, ""tfidf__sublinear_tf"": true, ""tfidf__token_pattern"": ""(?u)\\b\\w\\w+\\b"", ""tfidf__tokenizer"": null, ""tfidf__use_idf"": true, ""tfidf__vocabulary"": null, ""classifier__C"": 1.0, ""classifier__class_weight"": ""balanced"", ""classifier__dual"": false, ""classifier__fit_intercept"": true, ""classifier__intercept_scaling"": 1, ""classifier__l1_ratio"": 0.0, ""classifier__max_iter"": 1000, ""classifier__n_jobs"": null, ""classifier__penalty"": ""deprecated"", ""classifier__random_state"": 42, ""classifier__solver"": ""lbfgs"", ""classifier__tol"": 0.0001, ""classifier__verbose"": 0, ""classifier__warm_start"": false}"
