component_1,component_2,cluster_id
0.16734824,-0.08088998,1
0.28449017,-0.1777997,1
0.39884725,-0.24843128,1
0.29935807,-0.11312043,4
0.31867123,-0.10845274,1
0.26591718,0.09391157,1
0.23359516,-0.13240267,1
0.27784896,-0.14487627,1
0.44095418,-0.0636533,1
0.22380325,-0.15034202,1
0.27913466,-0.116993554,4
0.4489455,-0.19743763,1
0.29291132,-0.07224127,1
0.45915437,-0.19983733,1
0.35851583,-0.09830961,5
0.1731998,0.14878418,4
0.3238031,-0.18812653,1
0.4357418,-0.20010275,1
0.28794634,-0.11141367,1
0.3843631,0.13595514,0
0.20308253,0.26236027,4
0.32881975,0.14374685,4
0.28528878,0.030333584,4
0.38629168,0.12671474,2
0.37220594,-0.17152767,1
0.2638706,-0.09568928,0
0.26870438,-0.08086853,4
0.2692478,0.08090871,4
0.24660403,-0.033052962,4
0.35069677,0.00037315206,1
0.40696222,0.12437758,4
0.38051677,0.10590509,1
0.26676327,0.031385347,1
0.23517203,-0.09653947,1
0.31520787,0.10903586,5
0.40413702,-0.10768512,1
0.18432665,-0.11173498,1
0.28478488,-0.042470876,1
0.27722174,-0.09225622,1
0.17659003,0.24704187,4
0.4461511,-0.05060756,1
0.3396031,-0.18053557,0
0.28006297,0.32532182,2
0.4988443,-0.10768569,1
0.24752305,-0.1122435,4
0.27952847,-0.09265555,4
0.28009138,-0.15400222,0
0.3136422,-0.009121252,1
0.3641348,-0.20390825,1
0.31868273,-0.056492634,1
0.10505139,0.010527759,4
0.35070255,0.06191067,1
0.41481343,0.18198472,1
0.31503442,-0.17742534,5
0.3560738,0.078448385,1
0.30029228,-0.030880878,4
0.5216004,-0.039633457,5
0.22234634,-0.061604258,0
0.33822376,-0.119378276,5
0.4151831,0.027085954,1
0.42168567,-0.080595106,0
0.48924342,0.019054152,1
0.29715812,-0.1848498,1
0.2400601,-0.08707986,4
0.34034026,0.17452459,5
0.3346377,-0.159928,5
0.46000227,-0.053775463,0
0.39525536,-0.07891747,0
0.24482831,-0.10985297,4
0.50058293,0.09525729,4
0.28442279,-0.066219166,4
0.40445313,-0.06711549,1
0.42141184,-0.2775367,5
0.20902054,0.010377583,4
0.3429939,-0.08121951,1
0.50796944,-0.028206803,4
0.08566665,0.002491653,4
0.28684977,-0.18913731,1
0.2611037,-0.15680966,1
0.38723728,-0.14792341,0
0.27333912,-0.076255605,1
0.22565384,-0.14595857,0
0.23980388,-0.10753945,5
0.41492707,-0.14756766,5
0.49859855,-0.31971392,5
0.045157816,0.039289266,4
0.23426181,-0.013785473,4
0.3814984,-0.20090176,1
0.12506342,-0.03732552,4
0.34288415,-0.20856734,1
0.2403858,-0.014275954,4
0.35270596,-0.046619713,1
0.25801417,0.24866004,4
0.12676996,-0.05567175,4
0.34304798,0.2896008,4
0.42515215,-0.029635187,1
0.43900853,0.024543118,1
0.26211146,-0.01672928,1
0.13489385,-0.031225123,0
0.3781549,-0.21249183,1
0.113381155,-0.0048079262,4
0.40248746,-0.06032921,1
0.24889983,-0.0842532,0
0.29781458,-0.09649841,4
0.124644905,-0.06314144,4
0.5534847,-0.07590469,1
0.30714095,-0.11616667,1
0.2774003,0.19928455,4
0.32536843,-0.13120711,4
0.3279242,-0.20358106,0
0.29482833,-0.18488011,1
0.30286905,-0.14687788,4
0.2697902,-0.0885425,4
0.3323335,-0.066541485,1
0.22316311,-0.10013576,1
0.3319363,-0.011411841,4
0.3313672,-0.05666626,1
0.2134865,0.029361205,1
0.30453408,-0.2024718,1
0.36197188,-0.07379584,4
0.14860465,-0.07687602,1
0.24857365,0.20470002,4
0.27456087,0.109872386,4
0.38863334,-0.24030028,0
0.40746713,-0.2234688,1
0.3160592,-0.020874657,1
0.260446,-0.06365989,4
0.23787954,-0.10367813,0
0.29524332,0.1480382,4
0.22959049,-0.024259364,4
0.4406072,0.13077134,1
0.30635616,-0.14095554,1
0.28486735,0.09178684,1
0.23273593,-0.057446845,4
0.22115622,-0.1353515,4
0.2919312,-0.15807928,1
0.23852861,-0.06597766,1
0.3131925,0.09379883,4
0.3678251,-0.06453513,1
0.22044668,-0.09089851,4
0.31221747,0.006842104,4
0.49140868,-0.12089001,1
0.24482813,0.15342306,4
0.37610552,-0.06468265,1
0.26612085,0.10490103,4
0.27552894,-0.21076673,1
0.27934465,-0.08875537,1
0.22086667,-0.06939764,4
0.3815904,-0.10689107,1
0.37471375,0.035435926,1
0.40177068,-0.20708963,1
0.3399284,-0.025811603,1
0.30660415,0.064935505,4
0.23540013,0.13268425,4
0.3416582,-0.1670324,1
0.30342957,-0.055566415,1
0.4206078,-0.2228779,5
0.43073666,-0.06029513,1
0.38265502,-0.13833556,1
0.32332507,-0.094059005,1
0.32225442,-0.16913904,0
0.27643812,0.30917767,4
0.31396648,0.034554992,4
0.18459742,-0.03606934,4
0.34583628,-0.17284803,1
0.13320266,0.07335761,4
0.3284464,-0.19741057,5
0.3536336,-0.052529614,1
0.33781403,-0.14898503,1
0.55252916,-0.22685665,1
0.3750876,0.055208243,4
0.20809264,-0.048192345,4
0.17711268,-0.021268735,4
0.18767692,0.051392324,4
0.38977486,-0.20784613,1
0.27863553,-0.12962149,1
0.32701385,0.17324516,4
0.22242731,0.06416145,4
0.24508442,-0.055314697,4
0.4323472,-0.16286933,5
0.5072862,-0.2670934,5
0.33213985,-0.036098666,1
0.46088237,-0.28031793,1
0.1645347,-0.07366681,4
0.4705057,-0.016004873,1
0.2381707,0.106911354,4
0.41403252,-0.04854068,1
0.3680301,0.046975024,5
0.50216407,-0.04611392,1
0.31126,-0.10339501,1
0.3084426,-0.13818963,1
0.48289365,0.04865252,4
0.21264456,0.11040813,4
0.41819027,-0.18365316,5
0.46475378,-0.28806508,5
0.2953508,-0.109350815,5
0.3441373,-0.13192026,1
0.3728294,-0.21645263,1
0.40327555,-0.06296214,4
0.12919615,-0.05144294,4
0.34001154,-0.21108507,4
0.45593363,-0.11657686,1
0.30435455,-0.025601104,1
0.2545926,-0.023960732,1
0.20569763,-0.00798239,4
0.23772283,-0.05377486,4
0.31171897,-0.15916678,4
0.1660447,-0.070098154,4
0.2595156,0.013939416,0
0.35713682,-0.16190766,1
0.24406503,-0.13217112,4
0.1189878,-0.040821902,4
0.37977633,-0.25932854,1
0.18945573,-0.015722482,4
0.31281155,-0.1724529,0
0.3867404,0.057985667,1
0.39854893,0.09782487,4
0.319994,0.014764269,1
0.3972201,-0.20405835,1
0.3453993,-0.19133812,5
0.2878049,-0.14896815,1
0.25711074,-0.02624932,4
0.41020396,-0.13763542,1
0.22998276,-0.14260635,0
0.27191296,-0.10565103,1
0.2304491,-0.1603166,4
0.2642154,-0.05543468,4
0.27420187,0.034383647,1
0.3421791,-0.109553285,0
0.4880513,-0.20520616,1
0.2432903,-0.15839756,1
0.16909991,-0.080469824,4
0.3310756,-0.14218716,0
0.23526682,0.21018533,4
0.39324152,-0.1338267,1
0.24006315,-0.094518565,4
0.16396402,0.034723006,4
0.34021607,-0.13965236,4
0.3353848,0.050948497,1
0.28890067,-0.08851117,1
0.44875032,-0.07249722,1
0.102331534,-0.013532054,4
0.29811078,0.1198932,4
0.36303976,-0.16335276,1
0.3286237,0.16532443,4
0.25947478,-0.16815381,1
0.24364787,-0.1624127,4
0.26027218,-0.08104613,4
0.21303408,0.20977391,4
0.33302203,-0.148523,1
0.43273485,-0.18135878,5
0.37490362,0.053962562,4
0.35083464,0.11216269,1
0.2221651,-0.045263894,4
0.2718139,0.17753291,4
0.3514858,-0.13512173,1
0.27416146,-0.1506223,1
0.318338,-0.113753386,4
0.22211209,-0.14276962,4
0.38032338,-0.22431469,1
0.4554303,-0.25863972,1
0.33325183,-0.12883195,1
0.3142414,-0.09310891,1
0.34248218,-0.12856716,4
0.12227526,-0.09065401,4
0.18863486,-0.08857607,4
0.37271076,-0.21729967,1
0.2914445,-0.15153536,4
0.33035448,0.12061685,4
0.1619114,0.06404142,4
0.19471432,-0.07598126,1
0.13331184,-0.059535466,4
0.29480115,-0.06879481,4
0.16402386,0.04188747,4
0.28502342,-0.044815,4
0.17123136,0.20160271,4
0.22299308,-0.083951555,4
0.32139546,-0.19225235,1
0.36966127,-0.15303655,1
0.2229361,-0.08009454,1
0.43077764,-0.25810915,1
0.20424259,-0.022049125,4
0.14843373,-0.08792065,4
0.45858824,-0.24024294,5
0.34532845,-0.0931059,1
0.42146808,0.20823832,2
0.3227613,-0.057395037,4
0.54545814,-0.3337757,5
0.30980045,-0.06265414,5
0.46516088,-0.1686924,1
0.4894618,-0.0019458655,3
0.18898194,-0.065164186,4
0.25921148,-0.09069384,4
0.21104932,0.039689492,4
0.2993972,-0.15848689,5
0.34911326,-0.008017669,1
0.48176938,-0.1538662,1
0.382038,-0.1395212,1
0.43585226,-0.30425465,1
0.34492317,-0.23869666,5
0.1759463,-0.032911554,4
0.33923346,-0.22711585,1
0.45368314,-0.2835146,5
0.39142442,-0.17146544,0
0.19575728,-0.080708995,4
0.37891355,-0.08250197,1
0.26282632,-0.1426868,1
0.41329008,-0.24764232,1
0.3055473,-0.16344422,5
0.20322949,-0.09580159,4
0.31214952,-0.083750434,0
0.27021974,-0.06692566,4
0.39847326,-0.18934011,1
0.1231582,0.063345306,4
0.24962515,-0.05144228,1
0.25973544,-0.05808995,0
0.2664833,-0.17559968,5
0.44384378,-0.29702199,5
0.24824184,-0.12640513,1
0.3661762,-0.13357292,4
0.3236645,-3.2970438e-05,1
0.40148243,0.036841225,4
0.32100868,-0.15555622,1
0.46757054,-0.124761306,5
0.20186205,-0.002097751,4
0.3563003,0.1502319,0
0.2865644,-0.13307168,1
0.25577766,0.050857555,1
0.13044994,0.021862833,4
0.35004583,0.20051388,4
0.2547325,0.0771582,4
0.39416185,0.02501368,0
0.42294043,-0.019539492,1
0.29693693,-0.112469435,0
0.34605098,-0.11278581,1
0.402031,-0.13685586,1
0.2198041,-0.009152529,0
0.38632718,-0.18243659,0
0.21379781,0.09254693,4
0.3839646,-0.2806798,1
0.4928849,-0.19015111,1
0.3079479,0.069594875,4
0.4120739,-0.057684693,4
0.44440114,-0.3014139,1
0.22724308,-0.020086495,4
0.41931787,-0.230498,1
0.42443535,-0.20592497,1
0.35753015,-0.22133657,1
0.34761906,-0.20410842,1
0.4497721,-0.15671329,1
0.44123983,-0.21561159,5
0.36138082,0.035242736,5
0.42343295,-0.1633075,5
0.2600039,0.010180511,4
0.31707755,-0.042201266,1
0.40376112,-0.24393612,1
0.4890928,-0.13247742,5
0.39439365,-0.16513741,4
0.32175812,-0.14409572,1
0.26565063,0.16343458,4
0.21226853,-0.086644106,0
0.24382874,0.007623783,4
0.35270002,0.081613004,4
0.33276048,0.059666622,1
0.5098362,0.028782934,1
0.23058523,0.12524436,1
0.31635416,0.059233516,1
0.41616422,-0.09773256,1
0.20280813,-0.10986178,1
0.33738464,-0.04993643,4
0.10543842,-0.076674074,4
0.37870258,-0.23888172,1
0.1944738,0.12625286,4
0.30448556,-0.056931797,1
0.45864165,-0.15832262,1
0.31866196,-0.09905483,5
0.39761966,-0.17289972,1
0.2643637,-0.059977584,4
0.16518962,-0.02351595,4
0.44249687,-0.20752572,1
0.30826464,0.011634844,1
0.32254067,0.03206776,0
0.33699566,-0.17662627,5
0.23382533,-0.059331253,4
0.29190505,-0.08697896,1
0.5430555,-0.12598944,1
0.30423915,-0.1386334,4
0.24949266,-0.15871517,1
0.47044784,-0.09973446,1
0.36553195,-0.17598149,1
0.30906525,-0.07913793,4
0.43075204,-0.13568375,0
0.24635032,-0.11378012,1
0.28286168,-0.16784422,5
0.3070693,-0.08204416,4
0.12503468,0.08382117,4
0.16216339,-0.02318817,1
0.2679399,-0.10686586,1
0.32598755,-0.21495815,5
0.33670515,-0.021587167,1
0.11769399,-0.060782403,4
0.4054868,-0.07298772,4
0.24390621,0.13442725,4
0.39429277,-0.056063663,1
0.17836934,-0.009553659,0
0.3570826,-0.14080663,0
0.30746633,-0.19119133,5
0.5230866,0.072693765,1
0.36798382,-0.090168834,5
0.34287044,-0.11370841,1
0.33020508,-0.17873946,1
0.4242795,-0.10162457,1
0.22586143,0.033515494,4
0.44651848,-0.14713009,1
0.36315092,-0.14156674,1
0.2557664,0.2750728,2
0.338299,-0.07935036,1
0.28701776,-0.17896037,1
0.27059084,-0.09278083,4
0.35760477,-0.08992316,1
0.40916264,-0.0493316,5
0.41059244,-0.24279994,5
0.43746075,-0.05873232,1
0.28503475,-0.18575238,5
0.43566158,0.022157105,1
0.40785608,-0.0569437,0
0.34093785,-0.15616435,1
0.21401887,-0.11820836,5
0.39107183,-0.13462034,1
0.18770881,-0.050237667,1
0.17689002,0.04177551,4
0.24862236,0.0796745,1
0.22257012,0.0044370163,4
0.26259598,-0.11898164,4
0.5047048,-0.17054948,1
0.35755935,-0.11291981,1
0.34313685,-0.019618832,4
0.2570336,-0.12276225,1
0.25426447,-0.027527336,4
0.26360667,0.049678706,4
0.29538876,-0.15564013,4
0.41589272,-0.16103998,1
0.09368929,0.0020814904,4
0.2306232,-0.1585951,4
0.32818508,-0.14274405,0
0.26948404,-0.05296361,1
0.32578012,-0.1505899,1
0.15025854,0.045564428,4
0.29373726,0.01599161,0
0.40881145,-0.18857285,5
0.47116667,-0.10935164,1
0.33332267,-0.07770812,5
0.27036533,0.13303936,4
0.32865793,-0.07671,1
0.44290859,-0.07288528,1
0.2911326,0.085789435,1
0.30490658,-0.05390786,4
0.43138698,-0.10123542,1
0.1500309,0.021655781,4
0.42193222,-0.14063236,1
0.19352914,-0.015341502,4
0.08286962,-0.016660275,4
0.41928646,-0.20548797,1
0.34636447,0.1391524,1
0.28055975,-0.14177684,1
0.40516266,-0.20662524,1
0.2143683,-0.0019540899,4
0.35479307,-0.014229581,1
0.2203944,-0.06535049,4
0.36838675,-0.21613878,1
0.32091412,0.07524461,4
0.25984648,-0.009441015,4
0.15005715,-0.07255048,4
0.39830726,-0.036461648,5
0.39106724,-0.083597004,1
0.3136862,-0.15893346,1
0.3480339,-0.191287,1
0.40161812,-0.23309453,5
0.16326286,0.010942857,4
0.24326384,0.12554671,4
0.2501449,0.121544145,4
0.29907805,0.05173329,1
0.31416976,0.014491318,1
0.2895996,-0.1059549,4
0.32965827,-0.112937614,5
0.43850228,-0.24769503,1
0.42033803,-0.0017163156,1
0.44571644,-0.09158079,1
0.3154365,-0.11461399,4
0.20250139,-0.06594177,4
0.27423927,0.3608211,2
0.2921133,-0.15460691,5
0.35095775,-0.1489398,5
0.46618298,-0.25632557,1
0.27100912,0.21535105,4
0.3272294,-0.14508188,5
0.2866042,0.05575432,1
0.19725516,-0.09769784,4
0.5059368,0.05373029,1
0.48251438,-0.27105978,1
0.39943874,-0.1920929,1
0.45869732,-0.15308116,1
0.45237824,-0.032572977,0
0.4223332,-0.1210982,1
0.32774433,-0.028725827,1
0.0893734,0.01485067,4
0.24392472,-0.049294677,0
0.18675819,0.14392124,4
0.2764724,0.0005545396,4
0.23733346,-0.03206787,1
0.32497504,-0.19141394,1
0.4819252,-0.25572863,1
0.33637837,0.047879457,4
0.48636258,-0.051449202,5
0.23320232,-0.13379295,5
0.268301,-0.0255088,4
0.12786527,-0.04428513,0
0.35920122,-0.034799367,0
0.38588092,-0.046677746,1
0.202676,0.011729652,1
0.4084615,-0.10851854,1
0.21774347,-0.043217164,4
0.24046613,0.08738254,4
0.35396314,-0.08283184,1
0.40698788,-0.1864709,4
0.15863355,-0.08275601,4
0.41244036,-0.21169634,1
0.30977696,-0.031691123,1
0.25326294,-0.066311985,1
0.52830714,0.0124838315,1
0.37676346,-0.12191454,5
0.31920713,0.101130545,1
0.24838829,-0.109255336,4
0.43917415,-0.13045427,1
0.4422931,0.10901738,1
0.12416549,-0.05603667,4
0.39952075,0.090812474,4
0.24393745,0.0431568,4
0.36094648,-0.02259402,1
0.32578358,-0.15863127,4
0.40682068,0.015622246,4
0.30155113,0.047983345,0
0.2814833,-0.19859874,1
0.3599977,-0.12646413,4
0.15980424,0.17531137,4
0.54814863,-0.24032484,5
0.4680986,0.03230517,1
0.24410501,-0.19336274,1
0.27338228,-0.095649615,1
0.34727487,-0.0914315,0
0.20573379,-0.10790777,4
0.30420926,-0.08928124,1
0.31935883,0.062191777,4
0.3735059,-0.06239066,1
0.2349335,-0.071478404,0
0.31930643,-0.17680883,1
0.25365123,-0.14590819,5
0.37575838,-0.20070744,5
0.37615803,-0.22345166,1
0.37190527,-0.045078583,1
0.26226333,-0.17312726,1
0.33123127,-0.08026362,0
0.34695807,-0.17752802,1
0.2615864,-0.06955826,4
0.39712644,-0.16373546,1
0.33046585,0.14118722,4
0.26072177,0.4174179,2
0.22358353,0.044522684,4
0.30299497,-0.21302813,1
0.4186709,0.005452043,1
0.3666567,0.06558864,1
0.33007255,-0.19907448,1
0.35852185,-0.07364113,1
0.29085022,-0.21529883,1
0.34506053,-0.089436665,4
0.39717558,-0.1252239,0
0.33344603,0.10267566,1
0.33330393,0.06201197,0
0.25693315,-0.15111898,4
0.4554261,-0.116879225,0
0.38492444,-0.21985164,1
0.389558,-0.1497361,0
0.30455303,0.00050628535,4
0.4068025,-0.14445765,1
0.3011765,0.17092611,4
0.507359,0.018933555,1
0.33757725,0.24239992,4
0.4197546,-0.056295145,1
0.1772533,0.00014407266,4
0.3176385,0.13765031,4
0.27258924,-0.14527288,1
0.15833808,0.053673692,4
0.29502332,-0.106704086,1
0.1219033,-0.030665122,4
0.40450898,-0.26344198,1
0.4520504,-0.19007154,1
0.32711545,-0.2083234,1
0.3502951,-0.116925135,4
0.4509547,-0.08581542,1
0.3087605,0.09818219,1
0.3514047,-0.0900147,0
0.2937098,-0.088121854,0
0.17710952,-0.119576864,0
0.43271255,-0.054828156,1
0.2027684,0.025487563,4
0.37506354,-0.2004451,5
0.5039516,-0.07858165,1
0.35120544,-0.041260883,4
0.26816273,-0.02511708,4
0.28359142,-0.036841772,4
0.2576692,0.42208847,2
0.32101288,-0.039509833,4
0.30008373,-0.17036615,1
0.37867653,-0.09297067,1
0.16207358,0.002724065,4
0.27000862,-0.0999047,1
0.42409235,-0.27430436,5
0.46957392,-0.25234586,1
0.37418774,-0.24486567,5
0.18377383,-0.09503211,1
0.20213924,-0.0652417,4
0.51047844,-0.25483125,1
0.24916263,-0.1600152,1
0.39560002,-0.21719721,1
0.275487,0.23063108,4
0.42081106,-0.1834034,5
0.23640399,0.08394208,4
0.30234173,-0.116931535,0
0.3112693,-0.05855359,1
0.37118804,-0.07097232,1
0.31174597,-0.01435654,4
0.29846543,0.0850715,1
0.46532148,-0.10583883,0
0.2812859,-0.15248622,5
0.19990672,0.011085379,4
0.25141352,0.06394986,1
0.22608563,-0.11603258,0
0.46763426,-0.24553503,0
0.35409707,-0.16747381,1
0.18076,-0.027516728,1
0.2239148,-0.06419756,1
0.34195977,-0.20737527,5
0.23060188,-0.11140153,1
0.23859723,0.09641715,4
0.42508698,-0.051256873,1
0.3017811,0.0027729673,1
0.18076453,-0.03187185,4
0.25407264,-0.13086161,1
0.3290471,-0.07175489,4
0.44343838,-0.19244196,1
0.36538547,-0.14876984,1
0.325753,-0.1669606,1
0.24182579,0.03596895,4
0.40307027,0.18049829,5
0.24570616,-0.09296738,4
0.16645318,-0.044852108,1
0.5218219,-0.30807886,1
0.283605,-0.16165052,1
0.31493345,-0.15053661,5
0.32429183,0.0620923,1
0.4797195,-0.24123706,1
0.3167291,-0.19884771,1
0.27144456,-0.034822054,1
0.13261104,-0.019992573,0
0.33194032,-0.14382951,0
0.42683098,-0.11260894,4
0.33010387,0.0759729,4
0.37033162,0.023728017,1
0.31975645,-0.19364654,1
0.32871553,-0.08969016,1
0.36632457,-0.13621812,1
0.38707644,-0.22037475,1
0.34714353,-0.16530901,5
0.26379865,0.13922958,1
0.19777307,-0.053660605,4
0.50757945,0.2298147,0
0.26604784,0.123279884,1
0.30398014,0.0145990355,1
0.23642452,-0.08850404,4
0.2632282,0.14771706,4
0.31627354,-0.028100343,4
0.5210426,-0.2972362,5
0.45445508,-0.22510159,1
0.2029174,-0.085565194,5
0.15824747,-0.08081533,0
0.18960875,-0.032422442,4
0.25619403,0.113146335,4
0.32913324,-0.16511084,0
0.30395392,-0.13921607,0
0.23394461,0.017641617,3
0.39875075,-0.09647695,1
0.3221113,0.032270964,1
0.39060777,-0.16336338,5
0.37681788,-0.17652443,5
0.25297478,-0.025599167,1
0.40035954,-0.028585467,1
0.36371678,-0.17455822,1
0.39140302,-0.19260259,1
0.29579926,0.09739918,1
0.41644353,-0.055892494,4
0.31589115,0.012913618,1
0.41623667,-0.1159063,1
0.46351135,-0.16821256,1
0.26200408,-0.098918565,0
0.27018958,-0.08004263,1
0.40211174,-0.20711036,1
0.13021344,-0.047661882,4
0.3288565,-0.1910583,1
0.36329857,-0.20917754,1
0.45347053,-0.2650858,5
0.24816085,0.02982098,4
0.44307724,-0.2530323,5
0.36953944,-0.18563955,4
0.39005247,-0.20551455,1
0.4395721,-0.2137205,5
0.32637805,-0.17372237,1
0.40105018,-0.25829977,1
0.41989446,-0.19944823,1
0.41451085,-0.116474696,1
0.34968725,-0.07083512,1
0.24385206,-0.14287162,4
0.2020674,-0.017969081,4
0.31986716,-0.16355444,1
0.3715784,-0.07393535,1
0.2280665,-0.14456362,1
0.16507384,0.2198932,4
0.34569702,-0.17168587,1
0.23501742,-0.038874697,4
0.386672,-0.15640856,1
0.3012338,0.0020787749,4
0.30194727,0.22039035,4
0.30929267,-0.14663927,0
0.29451153,0.010732364,1
0.36864668,-0.13224795,0
0.32951915,-0.17861226,4
0.31758672,0.0942037,4
0.24643163,-0.06406104,4
0.21266997,0.034556925,1
0.2897012,-0.18653058,1
0.28655386,0.05174466,1
0.4970687,-0.17446272,1
0.41126212,-0.16572447,1
0.337881,-0.042529494,4
0.2930212,-0.21949281,1
0.50815684,-0.09597557,5
0.3409505,-0.19544479,5
0.3113099,-0.0941351,1
0.40984598,-0.15663207,0
0.3626299,0.034891173,1
0.28910974,-0.13574849,4
0.17062871,0.105969846,4
0.42445678,-0.110151365,1
0.26916155,-0.06653814,4
0.19336307,0.14925557,4
0.4632747,-0.052552115,1
0.33250323,-0.047408912,1
0.43549654,-0.22713493,1
0.24766536,-0.0656254,4
0.09685372,0.07755657,4
0.30822667,-0.19500464,1
0.5551731,-0.26212242,5
0.2793689,-0.13069108,4
0.26400962,-0.12779203,1
0.27561283,-0.17750214,5
0.27302128,-0.027558232,1
0.2608299,-0.13762747,4
0.4200777,-0.26100197,5
0.32058865,-0.17566095,0
0.34869754,0.010054247,5
0.38431904,-0.19701827,1
0.1901201,-0.09849993,1
0.31882888,-0.008371213,4
0.4055134,-0.100218475,0
0.3484645,-0.015154048,1
0.14758787,-0.02807347,4
0.3328422,0.07389866,1
0.22888735,-0.1548432,4
0.40528876,0.024975508,1
0.47276998,-0.2733119,1
0.40858465,0.0029097658,4
0.29078698,0.10202449,4
0.2815708,-0.13396654,4
0.43613777,-0.12523697,1
0.26248085,-0.019665156,4
0.1484822,-0.07627181,4
0.34607676,-0.1620961,1
0.4486975,-0.077122875,1
0.36818692,0.0301393,4
0.3229928,-0.11718154,5
0.34637165,-0.16159575,1
0.39324713,-0.040038086,1
0.2362925,0.14960124,4
0.4042347,-0.2124895,1
0.36083126,0.03428283,1
0.32533833,-0.16484606,1
0.4641994,-0.32865253,1
0.33990142,0.004061209,1
0.30363435,-0.2202598,1
0.42240438,-0.16726258,4
0.3426768,-0.07670758,4
0.27488533,-0.06625912,4
0.41760084,-0.22942819,5
0.37214512,-0.12663206,1
0.27624768,-0.15024975,5
0.41485924,-0.09623787,1
0.20704232,0.13000813,4
0.22977397,-0.092048846,1
0.353628,-0.1589318,1
0.5321219,-0.2994217,1
0.5269104,-0.15734369,1
0.30875754,-0.1433556,1
0.3529015,-0.16227666,0
0.3658806,-0.145124,5
0.4166524,-0.26877934,5
0.24793947,-0.05534313,4
0.19433956,-0.08728633,4
0.26446053,-0.025665974,1
0.24145147,-0.08273835,5
0.32391456,-0.13592847,1
0.37709802,0.007604229,1
0.21505035,0.16446535,4
0.23028933,-0.037386533,4
0.2052423,-0.08528164,4
0.3905546,-0.12551035,1
0.2535878,0.021510866,4
0.07765568,-0.008906962,4
0.26752076,-0.062157277,0
0.24709585,-0.096856594,4
0.36720333,-0.11012961,1
0.2891902,-0.17151065,4
0.43453604,-0.10767338,0
0.23002154,-0.0830033,0
0.33060828,-0.094979025,1
0.29678252,-0.04957701,4
0.29388547,0.0021415239,4
0.32433167,0.042263888,1
0.2452561,-0.11156478,4
0.41857877,-0.0616455,1
0.2440718,-0.080076575,4
0.3773545,-0.12967144,4
0.0743014,-0.046201948,4
0.30994377,-0.03706127,4
0.33665162,-0.088831045,1
0.16607882,-0.05135827,4
0.27951533,0.11827832,1
0.46877798,-0.03481387,0
0.24811105,-0.07726113,4
0.54099697,-0.24374184,1
0.182394,0.08415822,4
0.22635174,-0.06304072,0
0.33283946,-0.086733446,4
0.43727842,-0.21353266,1
0.38626257,-0.22842525,1
0.3425905,-0.038812116,0
0.49110636,0.086185016,1
0.27510592,-0.020406527,1
0.42904353,-0.1407043,1
0.32203922,-0.15424646,1
0.46599406,-0.26246902,5
0.30887517,-0.08693903,0
0.28651777,-0.1939518,5
0.29113773,-0.08769608,5
0.3177692,-0.13432156,0
0.24874036,-0.10750474,4
0.36045542,-0.068214096,5
0.17672348,-0.017928187,4
0.28435013,0.02521964,4
0.34667668,-0.09857389,1
0.3260505,-0.21852067,1
0.2624877,-0.20135902,1
0.42233348,0.037165064,1
0.30250117,0.060982917,1
0.33649716,-0.21247049,5
0.23897797,-0.09149346,4
0.56366295,-0.18975854,1
0.31433523,-0.09617937,1
0.22603501,-0.12170311,1
0.32439825,0.009628868,4
0.40014994,-0.25639033,5
0.33830398,0.008226719,1
0.3645893,-0.11640977,1
0.5965658,-0.19314513,1
0.37770286,-0.075879894,1
0.39256376,-0.23954107,1
0.41139337,-0.20898929,5
0.35020307,-0.03090715,1
0.29688245,-0.099988185,5
0.37278616,-0.0743975,1
0.13317944,-0.05281429,0
0.3133925,-0.19273865,1
0.25222546,-0.020703355,0
0.44510275,0.18120237,0
0.36552605,-0.05557792,1
0.448014,-0.23662758,5
0.36735955,-0.22499596,1
0.35332638,-0.16010995,5
0.49534374,-0.28322923,1
0.50601965,-0.14851503,1
0.34592086,-0.13954262,0
0.121515594,0.026484288,4
0.35483587,-0.20634925,1
0.25203046,0.026180865,1
0.25232193,-0.11491322,1
0.28789616,0.012884761,4
0.22020371,-0.16669598,4
0.3718732,-0.1672189,4
0.3128286,-0.047341526,0
0.5134617,-0.12562075,1
0.4257322,-0.16804588,1
0.357701,-0.032749884,1
0.27488363,0.09756759,4
0.21542506,-0.10957038,0
0.39689258,0.012942077,1
0.47769558,-0.23387666,1
0.26430506,0.026220452,4
0.3318469,-0.01574903,1
0.23731177,-0.09868654,5
0.12223034,-0.030002577,4
0.3434314,-0.102566205,1
0.4110399,0.03300925,4
0.14173019,-0.0033787142,4
0.28156734,-0.14875688,4
0.2812077,-0.14399098,4
0.18871513,-0.12574773,1
0.42871794,-0.123607725,0
0.40387073,-0.04543875,1
0.22871399,0.19117473,4
0.28028008,-0.071002744,4
0.33773425,-0.18270636,1
0.3354103,-0.0803587,4
0.3162699,-0.11584388,0
0.3643614,-0.09993286,4
0.38921115,0.032076977,1
0.15942703,0.10852941,4
0.4035273,-0.014466038,5
0.3878309,-0.21887636,1
0.2512654,-0.12653854,0
0.40808246,-0.13064915,0
0.41060856,-0.26908958,1
0.3224046,-0.16298927,4
0.28764918,0.036754478,0
0.3686245,0.34054664,2
0.2563454,-0.07597432,4
0.25376126,-0.009248832,1
0.23290792,-0.12818463,4
0.36414006,-0.19418205,1
0.3924679,-0.19948897,5
0.39539343,-0.23360842,1
