component_1,component_2,cluster_id
0.44933274,0.044703353,1
0.30108565,-0.12361978,0
0.37160024,-0.1042583,1
0.3524603,-0.20389467,1
0.24750231,0.12554796,1
0.25040555,-0.027711341,4
0.18209404,0.032056883,4
0.24014021,-0.13777867,5
0.31462583,0.030770116,4
0.36740127,-0.07781797,4
0.23288374,-0.15040761,4
0.2347668,-0.06380043,0
0.3649279,-0.073219605,0
0.4588507,-0.13759036,5
0.08135764,0.011768709,4
0.28216314,-0.00039796496,1
0.2920686,-0.19883512,1
0.3135935,0.13407299,0
0.3386299,-0.0069824676,4
0.26680115,-0.015659183,4
0.36720055,0.15643153,1
0.5342414,-0.006316116,1
0.20104904,0.14517015,4
0.20536825,-0.11270671,1
0.34019887,0.082158364,4
0.38783658,-0.2531405,1
0.3472204,-0.028860975,0
0.37039155,0.25428084,4
0.20601097,-0.06980452,0
0.25167173,-0.102164425,4
0.24434459,-0.10276801,1
0.31698787,-0.14937234,1
0.42156708,-0.006701985,5
0.43321723,-0.033910297,4
0.33404857,-0.14789352,5
0.24662784,-0.16094995,1
0.3757278,-0.19988553,1
0.25851613,0.0024861246,4
0.19656971,-0.07057457,0
0.29974732,0.041625373,1
0.24132046,0.06379323,4
0.15218724,0.013435241,4
0.4964307,-0.2012134,5
0.32473615,-0.16035797,1
0.46465975,-0.21215609,1
0.57408905,-0.086101815,1
0.15667178,-0.063115194,4
0.3328687,-0.10008724,0
0.3116218,-0.081767514,1
0.35554224,-0.061409254,1
0.26252258,-0.02021041,4
0.45024574,-0.02218597,4
0.20116915,0.08890481,4
0.2615097,-0.15284753,4
0.18433256,0.098080374,4
0.44678587,-0.15024714,1
0.29115075,-0.09039097,0
0.21202454,-0.1666301,4
0.2582709,0.0076931585,4
0.27225247,-0.116352625,5
0.31426045,-0.018189907,1
0.4741057,-0.022323346,1
0.4325456,-0.1480787,0
0.3458512,-0.09448978,1
0.3793864,-0.12156519,1
0.28577572,-0.09982122,1
0.51154375,-0.28164113,1
0.14489084,0.013491769,4
0.27676415,-0.12200657,1
0.39359722,-0.10894921,1
0.41539368,-0.24791533,1
0.45512256,-0.29123482,1
0.28650168,-0.11853125,1
